ratio,name
1.0003736669237,OI_1305*/SiII_1304
1.000880758000387,CII_1335*/CII_1334
1.0008974159325892,OI_1306**/OI_1305*
1.0010141246751108,NaI_5898/NaI_5892
1.00127141819094,OI_1306**/SiII_1304
1.0016622799734067,CIV_1550/CIV_1548
1.0016907950084801,SiII_1304/OI_1302
1.0020650937263496,OI_1305*/OI_1302
1.0024862395815832,SiII_1309*/OI_1306**
1.0025666330898255,MgII_2804/MgII_2796
1.0027667286425535,FeII_2389*/FeII_2383
1.0029288135068861,FeII_2396*/FeII_2389*
1.0029643629069511,OI_1306**/OI_1302
1.0032151537631346,NV_1243/NV_1239
1.0033858867051852,SiII_1309*/OI_1305*
1.0034971520042615,FeII_2383/FeII_2374
1.0037608188227543,SiII_1309*/SiII_1304
1.0043525963180102,AlIII_1863/AlIII_1855
1.0044046566159015,SiII_1533*/SiII_1527
1.0048179559546515,FeII_2613*/FeII_2600
1.0052279666245763,FeII_2600/FeII_2587
1.0054579726049278,SiII_1309*/OI_1302
1.005703645381658,FeII_2396*/FeII_2383
1.0062367146645432,FeII_2411*/FeII_2396*
1.0062735563174325,FeII_2389*/FeII_2374
1.0064664855039838,SiIV_1403/SiIV_1394
1.0088480535735842,CaII_3970/CaII_3935
1.0091837943455775,FeII_2411*/FeII_2389*
1.0092207439007974,FeII_2396*/FeII_2374
1.0096341434466332,CIV_1548/SiII_1533*
1.0100711106921574,FeII_2613*/FeII_2587
1.011312438063752,CIV_1550/SiII_1533*
1.0119759320549944,FeII_2411*/FeII_2383
1.012902995510574,FeII_2374/FeII_2344
1.0140812351562054,CIV_1548/SiII_1527
1.014176088908629,SiII_1260/NV_1243
1.0155149657140448,FeII_2411*/FeII_2374
1.015766922084813,CIV_1550/SiII_1527
1.0164452712514462,FeII_2383/FeII_2344
1.0174368209773648,SiII_1260/NV_1239
1.0190437356318953,NV_1239/Ly_alpha
1.0192574994970056,FeII_2389*/FeII_2344
1.019290513067645,CII_1334/SiII_1309*
1.020188261341748,CII_1335*/SiII_1309*
1.0218247134863663,CII_1334/OI_1306**
1.0222427146285276,FeII_2396*/FeII_2344
1.022320117933311,NV_1243/Ly_alpha
1.0227246937777625,CII_1335*/OI_1306**
1.0227417152645621,CII_1334/OI_1305*
1.0231238800150448,CII_1334/SiII_1304
1.023642503212611,CII_1335*/OI_1305*
1.0239998584880479,Ly_gamma/Ly_delta
1.024025004557755,CII_1335*/SiII_1304
1.0248537727644311,CII_1334/OI_1302
1.0257564209240202,CII_1335*/OI_1302
1.0286181507575738,FeII_2411*/FeII_2344
1.0331209679677942,OI_1302/SiII_1260
1.0348677637435904,SiII_1304/SiII_1260
1.0352544595973048,OI_1305*/SiII_1260
1.0361835134436315,OI_1306**/SiII_1260
1.0368126188182138,SiII_1260/Ly_alpha
1.0371893225624846,FeII_1608/CIV_1550
1.0387563909708526,AlII_1671/FeII_1608
