# WFI_z
# energy
# 'z_MUSYC' (MUSYC ECDFS)
 7304.00  0.000209721
 7532.00  0.000133846
 7538.00  0.000133779
 7568.00  0.000133600
 7688.00  0.000253926
 7706.00  0.000194725
 7712.00  0.000520641
 7718.00  0.000326063
 7724.00  0.000260915
 7742.00  0.000130654
 7748.00  0.000196279
 7754.00  0.000131037
 7760.00  0.000131225
 7766.00  0.000262729
 7778.00  0.000196938
 7784.00  0.000328054
 7790.00  0.000524565
 7796.00  0.000262119
 7808.00  0.000261762
 7814.00  0.000915505
 7820.00  0.000196039
 7826.00  0.000391793
 7832.00  0.000652526
 7838.00   0.00104319
 7844.00  0.000977207
 7850.00   0.00117157
 7856.00   0.00168973
 7862.00   0.00266100
 7868.00   0.00252676
 7874.00   0.00213500
 7880.00   0.00258125
 7886.00   0.00309035
 7892.00   0.00289121
 7898.00   0.00269497
 7904.00   0.00320308
 7910.00   0.00339247
 7916.00   0.00396858
 7922.00   0.00442250
 7928.00   0.00448660
 7934.00   0.00474793
 7940.00   0.00545568
 7946.00   0.00576913
 7952.00   0.00594687
 7958.00   0.00657358
 7964.00   0.00739465
 7970.00   0.00764198
 7976.00   0.00846536
 7982.00   0.00969695
 7988.00    0.0108953
 7994.00    0.0112039
 8000.00    0.0120656
 8006.00    0.0126122
 8012.00    0.0133197
 8018.00    0.0147396
 8024.00    0.0157073
 8030.00    0.0164963
 8036.00    0.0180973
 8042.00    0.0197025
 8048.00    0.0215625
 8054.00    0.0232652
 8060.00    0.0247890
 8066.00    0.0262483
 8072.00    0.0286504
 8078.00    0.0303635
 8084.00    0.0323651
 8090.00    0.0347850
 8096.00    0.0369062
 8102.00    0.0393922
 8108.00    0.0425678
 8114.00    0.0454977
 8120.00    0.0480080
 8126.00    0.0503100
 8132.00    0.0533229
 8138.00    0.0564983
 8144.00    0.0593280
 8150.00    0.0619877
 8156.00    0.0651920
 8162.00    0.0688082
 8168.00    0.0728113
 8174.00    0.0777667
 8180.00    0.0821586
 8186.00    0.0869754
 8192.00    0.0926730
 8198.00    0.0986825
 8204.00     0.105291
 8210.00     0.111108
 8216.00     0.114508
 8222.00     0.118441
 8228.00     0.123824
 8234.00     0.128881
 8240.00     0.134672
 8246.00     0.141586
 8252.00     0.151980
 8258.00     0.159550
 8264.00     0.164003
 8270.00     0.169395
 8276.00     0.175913
 8282.00     0.181307
 8288.00     0.187115
 8294.00     0.193737
 8300.00     0.202238
 8306.00     0.207393
 8312.00     0.214137
 8318.00     0.221917
 8324.00     0.228450
 8330.00     0.236108
 8336.00     0.244037
 8342.00     0.251945
 8348.00     0.258089
 8354.00     0.265135
 8360.00     0.271784
 8366.00     0.278289
 8372.00     0.284817
 8378.00     0.291690
 8384.00     0.296867
 8390.00     0.301987
 8396.00     0.309280
 8402.00     0.314331
 8408.00     0.320011
 8414.00     0.326331
 8420.00     0.330723
 8426.00     0.335067
 8432.00     0.339972
 8438.00     0.344995
 8444.00     0.349868
 8450.00     0.353902
 8456.00     0.359016
 8462.00     0.363064
 8468.00     0.367192
 8474.00     0.371524
 8480.00     0.375953
 8486.00     0.380377
 8492.00     0.383529
 8498.00     0.386133
 8504.00     0.388335
 8510.00     0.391683
 8516.00     0.394854
 8522.00     0.398145
 8528.00     0.399924
 8534.00     0.402284
 8540.00     0.404651
 8546.00     0.407485
 8552.00     0.408801
 8558.00     0.409912
 8564.00     0.412556
 8570.00     0.413998
 8576.00     0.415025
 8582.00     0.417078
 8588.00     0.418871
 8594.00     0.420255
 8600.00     0.422534
 8606.00     0.422999
 8612.00     0.424051
 8618.00     0.424863
 8624.00     0.425486
 8630.00     0.426431
 8636.00     0.426777
 8642.00     0.427102
 8648.00     0.428240
 8654.00     0.428395
 8660.00     0.428343
 8666.00     0.429482
 8672.00     0.429977
 8678.00     0.430554
 8684.00     0.431453
 8690.00     0.431293
 8696.00     0.430211
 8702.00     0.429690
 8708.00     0.428656
 8714.00     0.427872
 8720.00     0.427727
 8726.00     0.426513
 8732.00     0.426038
 8738.00     0.425249
 8744.00     0.423596
 8750.00     0.423463
 8756.00     0.423500
 8762.00     0.422991
 8768.00     0.422891
 8774.00     0.423961
 8780.00     0.423624
 8786.00     0.420961
 8792.00     0.418842
 8798.00     0.417899
 8804.00     0.417011
 8810.00     0.416454
 8816.00     0.415364
 8822.00     0.413941
 8828.00     0.413351
 8834.00     0.412184
 8840.00     0.410849
 8846.00     0.410747
 8852.00     0.409313
 8858.00     0.406811
 8864.00     0.405658
 8870.00     0.404733
 8876.00     0.403307
 8882.00     0.402039
 8888.00     0.400740
 8894.00     0.399630
 8900.00     0.398119
 8906.00     0.396300
 8912.00     0.394179
 8918.00     0.391674
 8924.00     0.390015
 8930.00     0.386908
 8936.00     0.382433
 8942.00     0.377506
 8948.00     0.371166
 8954.00     0.364151
 8960.00     0.358281
 8966.00     0.354340
 8972.00     0.343154
 8978.00     0.338738
 8984.00     0.334996
 8990.00     0.332255
 8996.00     0.332738
 9002.00     0.330891
 9008.00     0.325976
 9014.00     0.333253
 9020.00     0.335220
 9026.00     0.338871
 9032.00     0.342367
 9038.00     0.343504
 9044.00     0.343362
 9050.00     0.344733
 9056.00     0.340761
 9062.00     0.333273
 9068.00     0.328653
 9074.00     0.323957
 9080.00     0.320040
 9086.00     0.316527
 9092.00     0.313768
 9098.00     0.313629
 9104.00     0.315468
 9110.00     0.314195
 9116.00     0.309592
 9122.00     0.307549
 9128.00     0.309261
 9134.00     0.307508
 9140.00     0.302342
 9146.00     0.299873
 9152.00     0.300837
 9158.00     0.301205
 9164.00     0.298850
 9170.00     0.295821
 9176.00     0.295709
 9182.00     0.299417
 9188.00     0.302226
 9194.00     0.300128
 9200.00     0.301664
 9206.00     0.305081
 9212.00     0.304711
 9218.00     0.302176
 9224.00     0.301564
 9230.00     0.297477
 9236.00     0.296264
 9242.00     0.295406
 9248.00     0.294214
 9254.00     0.291668
 9260.00     0.286465
 9266.00     0.282322
 9272.00     0.278381
 9278.00     0.271155
 9284.00     0.262089
 9290.00     0.251402
 9296.00     0.235792
 9302.00     0.222835
 9308.00     0.211392
 9314.00     0.198245
 9320.00     0.182774
 9326.00     0.168423
 9332.00     0.156694
 9338.00     0.149221
 9344.00     0.146274
 9350.00     0.143389
 9356.00     0.137133
 9362.00     0.134774
 9368.00     0.140692
 9374.00     0.155109
 9380.00     0.165434
 9386.00     0.174810
 9392.00     0.178101
 9398.00     0.184269
 9404.00     0.192603
 9410.00     0.196430
 9416.00     0.190996
 9422.00     0.180660
 9428.00     0.168318
 9434.00     0.168178
 9440.00     0.161501
 9446.00     0.153024
 9452.00     0.153917
 9458.00     0.159365
 9464.00     0.155537
 9470.00     0.163154
 9476.00     0.160648
 9482.00     0.153705
 9488.00     0.157548
 9494.00     0.162603
 9500.00     0.158025
 9506.00     0.152437
 9512.00     0.159082
 9518.00     0.155194
 9524.00     0.157540
 9530.00     0.164668
 9536.00     0.159643
 9542.00     0.155290
 9548.00     0.157545
 9554.00     0.161923
 9560.00     0.165452
 9566.00     0.162255
 9572.00     0.160954
 9578.00     0.156896
 9584.00     0.159708
 9590.00     0.162842
 9596.00     0.164867
 9602.00     0.161942
 9608.00     0.159375
 9614.00     0.163770
 9620.00     0.166367
 9626.00     0.164962
 9632.00     0.167383
 9638.00     0.166274
 9644.00     0.164808
 9650.00     0.166668
 9656.00     0.166752
 9662.00     0.166366
 9668.00     0.169373
 9674.00     0.171794
 9680.00     0.171929
 9686.00     0.171942
 9692.00     0.172830
 9698.00     0.173432
 9704.00     0.173239
 9710.00     0.171782
 9716.00     0.168281
 9722.00     0.165881
 9728.00     0.164044
 9734.00     0.161085
 9740.00     0.159009
 9746.00     0.156714
 9752.00     0.154514
 9758.00     0.153686
 9764.00     0.152493
 9770.00     0.152517
 9776.00     0.151684
 9782.00     0.149972
 9788.00     0.149642
 9794.00     0.149754
 9800.00     0.148827
 9806.00     0.146637
 9812.00     0.146633
 9818.00     0.145893
 9824.00     0.145449
 9830.00     0.144784
 9836.00     0.143194
 9842.00     0.142267
 9848.00     0.141070
 9854.00     0.140119
 9860.00     0.139476
 9866.00     0.139069
 9872.00     0.137666
 9878.00     0.135863
 9884.00     0.134536
 9890.00     0.132637
 9896.00     0.130626
 9902.00     0.129282
 9908.00     0.128217
 9914.00     0.127138
 9920.00     0.125145
 9926.00     0.123496
 9932.00     0.122404
 9938.00     0.120054
 9944.00     0.118205
 9950.00     0.117327
 9956.00     0.115490
 9962.00     0.114146
 9968.00     0.112865
 9974.00     0.110868
 9980.00     0.109250
 9986.00     0.107716
 9992.00     0.105967
 9998.00     0.103781
 10004.0     0.102465
 10010.0     0.102249
 10016.0     0.102123
 10022.0     0.100711
 10028.0    0.0995017
 10034.0    0.0987236
 10040.0    0.0972101
 10046.0    0.0961875
 10052.0    0.0956726
 10058.0    0.0951653
 10064.0    0.0946691
 10070.0    0.0936961
 10076.0    0.0931834
 10082.0    0.0920787
 10088.0    0.0906916
 10094.0    0.0895685
 10100.0    0.0891056
 10106.0    0.0879794
 10112.0    0.0865899
 10118.0    0.0867118
 10124.0    0.0860233
 10130.0    0.0844387
 10136.0    0.0837781
 10142.0    0.0834280
 10148.0    0.0825803
 10154.0    0.0815575
 10160.0    0.0803747
 10166.0    0.0790886
 10172.0    0.0785631
 10178.0    0.0782861
 10184.0    0.0765160
 10190.0    0.0755231
 10196.0    0.0747077
 10202.0    0.0741085
 10208.0    0.0733077
 10214.0    0.0719302
 10220.0    0.0707348
 10226.0    0.0701831
 10232.0    0.0698014
 10238.0    0.0686278
 10244.0    0.0680696
 10250.0    0.0668484
 10256.0    0.0654646
