# WAVELENGTH THROUGHPUT
# 3400 0
# 3500 0.0043
# 3600 0.0089
# 3700 0.0191
# 3800 0.0204
# 3900 0.0131
# 4000 0.0042
# 4100 0.0016
# 4200 0.0013
# 4300 0.0008
# 4400 0.0006
# 4500 0.0019
# 4600 0.0023
# 4700 0.0007
# 4800 0.0011
# 4900 0.0019
# 5000 0.0013
# 5100 0.0011
# 5200 0.0024
# 5300 0.0033
# 5400 0.0052
# 5500 0.0028
# 5600 0.0064
# 5700 0.0038
# 5800 0.0033
# 5900 0.0028
# 6000 0.0046
6100 0.0082
6200 0.009
6300 0.0173
6400 0.1076
6500 0.3661
6600 0.5936
6700 0.6121
6800 0.6484
6900 0.6776
7000 0.6772
7100 0.6637
7200 0.6604
7300 0.6693
7400 0.6744
7500 0.6736
7600 0.6671
7700 0.6543
7800 0.6478
7900 0.6387
8000 0.6307
8100 0.6181
8200 0.6059
8300 0.5945
8400 0.5769
8500 0.5595
8600 0.5378
8700 0.5102
8800 0.4767
8900 0.4519
9000 0.4306
9100 0.3976
9200 0.3594
9300 0.3156
9400 0.2782
9500 0.2506
9600 0.2169
9700 0.1807
9800 0.1448
9900 0.1186
10000 0.0938
10010 0
